Episódio;Marca;Título (thumb);Convidado;Status;Bloco;Canva (aberto);Página Canva;Drive (fechado);Arquivo Drive;PNG final (GitHub);YouTube;Título YouTube;Canva original;Observações
#71;Anima Podcast;Largou a cidade e foi morar no campo;Lygia Pimentel;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;17;https://drive.google.com/file/d/1m_gDkOKYPXUMT9ILGpysx0S3IRhRy3aH/view;#71 - Lygia Pimentel.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e71.png;https://youtu.be/v4TblZue1m0;Por que uma investidora largou a cidade e foi morar no campo? | Ep. #71 | com Lygia Pimentel;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#70;Anima Podcast;Os melhores estímulos para as crianças;Thiago Castro;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;18;https://drive.google.com/file/d/1e4rqN7x3A7nX9VsAIRggG0ToXv5iZgEI/view;#70 - Thiago Castro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e70.png;https://youtu.be/DN_3OfaLXtg;Os melhores estímulos para nossas crianças | Ep. #70 | com Thiago Castro;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#69;Anima Podcast;O Purgatório existe? O que os anjos fazem?;Loo Burnett;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;19;https://drive.google.com/file/d/1GV4ga7KPTbcEwixH70cBXMzkbIUhyr0E/view;#69 - Loo Burnett.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e69.png;https://youtu.be/EDa1EvrCpPE;Purgatório existe? O que os anjos fazem? | Ep. #69 | com Loo Burnett;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#68;Anima Podcast;Como ler e entender a Bíblia;Victor Sales Pinheiro;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;20;https://drive.google.com/file/d/1j5V3H8NC0_RHx3gZYWjySeSfeqJMBvj2/view;#68 - Victor Sales Pinheiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e68.png;https://youtu.be/J28wiVi-XDE;Como ler e entender a Bíblia? | Ep. #68 | com Victor Sales Pinheiro;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#67;Anima Podcast;Rito Romano antigo: entenda a diferença;Dom Fernando Rifan;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;21;https://drive.google.com/file/d/1NM4lk4FN8KlOt6Fw0XZnhOHcNzWHvEzw/view;#67 - Dom Fernando Rifan.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e67.png;https://youtu.be/ZuheHFdttO0;Rito Romano antigo. Entenda a diferença | Ep. #67 | com Dom Fernando Rifan;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#66;Anima Podcast;Círio de Nazaré: a grande festa;Monsenhor Agostinho;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;22;https://drive.google.com/file/d/1b5l2B4W9ujLBl6LWJKUQ1Cq2GvKYaHII/view;#66 - Monsenhor Agostinho.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e66.png;https://youtu.be/i4pWLI89PuE;Círio de Nazaré. O que você sabe dessa grande festa? | Ep. #66 | com Monsenhor Agostinho;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#65;Anima Podcast;O título escondido de Nossa Senhora;Simone Marquetto;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;23;https://drive.google.com/file/d/1_Sz-JCoRDiRemEr6entNIRAQ2_CUqaoL/view;#65 - Simone Marquetto.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e65.png;https://youtu.be/TGPNTBS7eq4;Você sabia desse título de Nossa Senhora? | Ep. #65 | com Simone Marquetto;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#63;Anima Podcast;Decifrando os casais;Padre Julinho;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;24;https://drive.google.com/file/d/1SAaz7sT5BGseEAxUb9qRNbPBs7uxTMDb/view;#63 - Padre Julinho.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e63.png;https://youtu.be/kinKtjQNKBM;Decifrando os casais | Ep. #63 | com Padre Julinho;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#62;Anima Podcast;Como rezar pela conversão de alguém;Diácono Romulo Canuto;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;25;https://drive.google.com/file/d/1EB05DNl5WjjPtGwJ7qAY6IDbA0Zp4Qjl/view;#62 - Diácono Romulo Canuto.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e62.png;https://youtu.be/t2IYNW5O618;Como rezar para a conversão de alguém? | Ep. #62 | com Diácono Romulo Canuto;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#61;Anima Podcast;A orquestra católica do Rio;Maestro Carlos Pimenta;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;1;https://drive.google.com/file/d/1dw3E-WdpDIhbg9BlcnKbQ84AjxfoFFuR/view;#61 - Maestro Carlos Pimenta.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e61.png;https://youtu.be/LFxNM_5H2Io;Você sabe que existe uma Orquestra Católica no Rio? | Ep. #61 | com Maestro Carlos Pimenta;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#60;Anima Podcast;N. Sra. das Lágrimas: você conhece?;Raphael Tonon;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;2;https://drive.google.com/file/d/1wnFnmch4YrkuinoPGe1JkuhC_xIww0tg/view;#60 - Raphael Tonon.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e60.png;https://youtu.be/BgE8X0sby3k;Nossa Sra. das Lágrimas, conhece? | Ep. #60 | com Raphael Tonon;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#59;Anima Podcast;É possível paz entre Israel e Palestina?;Prof. Paulo Velasco;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;3;https://drive.google.com/file/d/1NcHF6lo7jcKYanHcsykhQnDa0V5uE0H1/view;#59 - Prof. Paulo Velasco.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e59.png;https://youtu.be/U9gKdm5lYgE;É possível haver paz entre Israel e Palestina? | Ep. #59 | com Prof. Paulo Velasco;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#58;Anima Podcast;O chamado de Deus para a conversão;Pe. Heitor de Menezes;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;4;https://drive.google.com/file/d/1lsMuilOZXMByzXJqpgy9Gg5T0mVScrCK/view;#58 - Pe. Heitor de Menezes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e58.png;https://youtu.be/jv0wGRgqMmQ;Ouça o chamado de Deus para a sua conversão | Ep. #58 | com Padre Heitor de Menezes;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#57;Anima Podcast;A vontade de Deus é a nossa paz;Pe. Antônio José;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;5;https://drive.google.com/file/d/1AKcWaXkYxG3CkcuaFpphpMgCMT1aG4DH/view;#57 - Pe. Antônio José.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e57.png;https://youtu.be/PwMqTbp73tE;A vontade de Deus é a nossa paz | Ep. #57 | com Padre Antônio José;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#56;Anima Podcast;Prefiro perder a eleição do que minha alma;Chris Tonietto;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;6;https://drive.google.com/file/d/1XGKkX3mKSsmpEEJEKQcw1u5dsd24Uss-/view;#56 - Chris Tonietto.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e56.png;https://youtu.be/--k3kqTMbiI;Prefiro perder as eleições do que minha alma | Ep. #56 | com Chris Tonietto;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#55;Anima Podcast;Adoção espiritual: salve bebês do aborto;Dom Tiago Stanislaw;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;7;https://drive.google.com/file/d/1hYaD0flwKhhrdKM0NYpjwS9VoatmNfIQ/view;#55 - Dom Tiago Stanislaw.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e55.png;https://youtu.be/LeymeZyrRz8;Adoção Espiritual, como salvar bebês do abort0! | Ep. #55 | com Dom Tiago Stanislaw;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#54;Anima Podcast;Sou um milagre;Eliana Ribeiro;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;8;https://drive.google.com/file/d/1xlst4wsAnY7dzO2amS0o5mE3mPmkWWjD/view;#54 - Eliana Ribeiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e54.png;https://youtu.be/ehu71Z13r40;Sou um milagre | Ep. #54 | com Eliana Ribeiro;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#53;Anima Podcast;Como ter sucesso no digital;Arno Alcântara;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;9;https://drive.google.com/file/d/1eEJkxmQ0Z-rdAvew0GILKFBbFpdBbp25/view;#53 - Arno Alcântara.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e53.png;https://youtu.be/chMAWFHLpCY;Como ser invisível e ter sucesso no digital | Ep. #53 | com Arno Alcântara;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#52;Anima Podcast;Política e catolicismo se misturam?;Márcio Gualberto;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;10;https://drive.google.com/file/d/1f-enb3b680amPKiXU-wlNcpADjLoXXRx/view;#52 - Márcio Gualberto.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e52.png;https://youtu.be/zqPElXiMasw;Política e catolicismo se misturam? | Ep. #52 | com Márcio Gualberto;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#50;Anima Podcast;O feminismo é um movimento comunista;Mariana Brito;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;11;https://drive.google.com/file/d/1r2zRbt3tNlgfV_JOhT8r-9u5UHMus1P0/view;#50 - Mariana Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e50.png;https://youtu.be/KasFbisjZzY;O feminismo é um movimento comunista | Ep. #50 | com Mariana Brito;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#49;Anima Podcast;Meu anjo da guarda me salvou;Joaquim Carvalho Pedra;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;12;https://drive.google.com/file/d/1jCh7_C8YUfra1OP0R6lz33s7r1fTjzHk/view;#49 - Joaquim Carvalho Pedra.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e49.png;https://youtu.be/WEcwpXRiudA;Meu anjo da guarda me salvou de um sequestro | Ep. #49 | com Joaquim Carvalho Pedra;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#48;Anima Podcast;De ex-pastor a católico;Prof. Eduardo Faria;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;13;https://drive.google.com/file/d/1041O_Uu_Jd-iFH7y_I3pYzSRuChcWNA4/view;#48 - Prof. Eduardo Faria.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e48.png;https://youtu.be/_urbYhkOqwc;De ex-pastor a católico | Ep. #48 | com Professor Eduardo Faria;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#47;Anima Podcast;Antifeminista, eu? Claro!;Pietra Bertolazzi;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;14;https://drive.google.com/file/d/1vS09HnB6G1VVzGqbRQiEV8ofuoZ_DzKo/view;#47 - Pietra Bertolazzi.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e47.png;https://youtu.be/ahq0x-dkY48;Antifeminista eu? Claro! | Ep. #47 | com Pietra Bertolazzi;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#46;Anima Podcast;Cristianismo é de matriz africana?;Patricia Silva;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;4;https://drive.google.com/file/d/1Z53yzpEgIOwZcWCQG03cZEFNa5phiX7A/view;#46 - Patricia Silva.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e46.png;https://youtu.be/0SUj7WOExgw;Cristianismo é de matriz africana? | Ep. #46 | com Patricia Silva | Preta de Rodinhas;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#45;Anima Podcast;Bebês viram lixo hospitalar;Henrique Lima;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;15;https://drive.google.com/file/d/1q_0wQi1Y8koGcdWPW5W7cqYAk3wZ_Fmg/view;#45 - Henrique Lima.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e45.png;https://youtu.be/P4wBM7Jslpk;Bebês viram lixo hospitalar! | Ep. #45 | com Henrique Lima;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#44;Anima Podcast;Ultrassom na gravidez;Heron Werner;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;20;https://drive.google.com/file/d/1jpRPWGPfHP0UTcXgWnuEXs5jYQ6RG8wE/view;#44 - Heron Werner.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e44.png;https://youtu.be/dz8NPQAx2kY;Ultrassom na gravidez: quando e por quê?  | Ep. #44 | com Dr. Heron Werner;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#43;Anima Podcast;Varizes: causas e soluções;Carina Brandão;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;21;https://drive.google.com/file/d/1xoNI81H9XsDF0SoYFb5p-B3beywrk12E/view;#43 - Carina Brandão.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e43.png;https://youtu.be/NKNN4XZsHE8;Suas veias podem estar em risco!  | Ep. #43 | com Drª. Carina Brandão;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#42;Anima Podcast;Burnout;Paula Campozan;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;22;https://drive.google.com/file/d/1VkWmCpVdlfhrul5_jAzQIkFVkx8_xj1p/view;#42 - Paula Campozan.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e42.png;https://youtu.be/0NKwFQhp52s;Síndrome de Burnout | Ep. #42 | com Drª. Paula Campozan;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#41;Anima Podcast;Endometriose: quando operar?;Lucas Vinhas;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;23;https://drive.google.com/file/d/1NPWb432dp5RUt8rbohXDhtGZHoFfSZjf/view;#41 - Lucas Vinhas.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e41.png;https://youtu.be/oypPw2mzMQM;O Impacto da cirurgia de endometriose na dor e na fertilidade | Ep. #41 | com Dr. Lucas Vinhas;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#40;Anima Podcast;Nutrição para cada temperamento;Carol Barros;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;24;https://drive.google.com/file/d/1rNkm7m0Rb6rzWTYoCVri1_JGv1qWHSIJ/view;#40 - Carol Barros.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e40.png;https://youtu.be/fEO-0upusZo;Alimentação e temperamentos | Ep. #40 | com Drª Carol Barros;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#39;Anima Podcast;Depressão: a doença do século XXI;Dario Leitão;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;25;https://drive.google.com/file/d/1ibkXc3GZHa0KHmElM94J7MjtpuMRUlLk/view;#39 - Dario Leitão.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e39.png;https://youtu.be/DNJoE3Hkghk;Superando a depressão | Ep. #39 | com Dr. Dario Leitão;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#38;Anima Podcast;Tudo sobre a saúde infantil;Ana Carolina Goulart;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;5;https://drive.google.com/file/d/1V5Q3vKqTxc6IHkkEWX4OQJ58AZCXBDl7/view;#38 - Ana Carolina Goulart.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e38.png;https://youtu.be/IsbQ-eWGqzg;Saúde Infantil | Ep. #38 | com Dra. Ana Carolina Goulart;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#37;Anima Podcast;Tudo sobre o Alzheimer;Henrique Cal;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;6;https://drive.google.com/file/d/1O9JMVU94qFBajyGIfwxmn2JNgC71ZKkw/view;#37 - Henrique Cal.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e37.png;https://youtu.be/NSuZ5pkcNoY;A Doença de Alzheimer | Ep. #37 | com Dr. Henrique Cal;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#36;Anima Podcast;Tudo sobre a saúde respiratória;Renato Azambuja;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;7;https://drive.google.com/file/d/1p60dmTqEZtRBS6zS3KtNiuXyY-tdxrvr/view;#36 - Renato Azambuja.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e36.png;https://youtu.be/4AD-aQZhzW4;Saúde Respiratória | Ep. #36 | com  Dr.  Renato Azambuja;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#35;Anima Podcast;Cuide bem dos seus olhos;Leonardo Fontana;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;8;https://drive.google.com/file/d/182xb0r-Na-3DkTiYv1VtkjrLmADqdEZn/view;#35 - Leonardo Fontana.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e35.png;https://youtu.be/OtKur3NXcuA;Enxergue o futuro: Cuide bem dos seus olhos | Ep. #35 | com  Dr.  Leonardo Fontana;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#34;Anima Podcast;A saúde mental do seu filho;Marcelo Masruha;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;9;https://drive.google.com/file/d/1JLIT7bsWgqR7AKctO5WI6f54Ytknv6jW/view;#34 - Marcelo Masruha.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e34.png;https://youtu.be/V4-mUPCkQZQ;Os problemas de saúde mental que seu filho pode ter | Ep. #34 | com  Dr. Marcelo Masruha;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#33;Anima Podcast;Cuide bem do seu coração;Rodrigo Reis;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;10;https://drive.google.com/file/d/1CXNalPbKewDVi-ln76R1dfS5MIq27jFo/view;#33 - Rodrigo Reis.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e33.png;https://youtu.be/3UieliKQi90;Aprenda sobre a saúde do seu coração | Ep. #33 | com  Dr. Rodrigo Reis;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#32;Anima Podcast;Dormir bem transforma tudo;Isabel Braga;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;11;https://drive.google.com/file/d/1_GWlnDrcX2WFhz61kCCsCg3xbuLjg1SW/view;#32 - Isabel Braga.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e32.png;https://youtu.be/tvj54udXdzc;Como dormir bem pode transformar sua vida | Ep. #32 | com Dra. Isabel Braga;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#31;Anima Podcast;Câncer de pele: diagnóstico precoce;Caroline Brandão;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;13;https://drive.google.com/file/d/1-s67KIwkUCqSedo6t8GgSbJbuwsvMYLC/view;#31 - Caroline Brandão.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e31.png;https://youtu.be/GPRtg_kwVZk;Prevenção e cura: Tudo sobre câncer de pele | Ep. #31 | com Caroline Brandão;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#30;Anima Podcast;Infertilidade: quando buscar a terapia?;Felipe Magalhães;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;14;https://drive.google.com/file/d/18Kud4w9rSMO3pn8S0MYWsJFPd8hHHU6u/view;#30 - Felipe Magalhães.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e30.png;https://youtu.be/jvuTq8hytR8;A infertilidade também é desafio emocional | Ep. #30 | com Felipe Magalhães;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#29;Anima Podcast;O valor da vida humana;Carolina Delage;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;12;https://drive.google.com/file/d/1oHGcmeKbHZspwq8KCW5uxJLryodHmOzE/view;#29 - Carolina Delage.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e29.png;https://youtu.be/UlOHMw676s0;Reflexões médicas sobre o valor da vida humana | Ep. #29 | com Dra. Carolina Delage;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#28;Anima Podcast;Hormônios e a saúde feminina;Leonardo Jacobsen;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;13;https://drive.google.com/file/d/11-MWEAhOp1hcG2pUlfmEko8ZIm0dTnu6/view;#28 - Leonardo Jacobsen.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e28.png;https://youtu.be/bKIaVqstvRs;Entenda o poder dos hormônios para a saúde feminina | Ep. #28 | com Dr. Leonardo Jacobsen;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#27;Anima Podcast;Consultório médico de sucesso;Clara Morena;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;15;https://drive.google.com/file/d/1DP-ZOnsaW6c89WPgh1CeTVpJMAdzocZh/view;#27 - Clara Morena.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e27.png;https://youtu.be/S9MO3CZQLtc;Descomplique seu consultório | Ep. #27 | com Clara Morena;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#26;Anima Podcast;Sua saúde começa no intestino;Roberta Rigueira;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;16;https://drive.google.com/file/d/1niACEYGeJO3AxGlY2xzEVwyMBOC-NsNL/view;#26 - Roberta Rigueira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e26.png;https://youtu.be/oVaMeIEwZcw;O impacto  das doenças inflamatórias intestinais na sua saúde | Ep. #26 | com Roberta Rigueira;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#25;Anima Podcast;Não é só gordurinha no fígado;Anderson Brito;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;17;https://drive.google.com/file/d/1HcSJGB_e2-62miNx5LFcvLxhKl30CMTd/view;#25 - Anderson Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e25.png;https://youtu.be/-cOwNX9wwYI;Saiba tudo sobre esteatose hepática, a gordura no fígado | Ep. #25 | com Anderson Brito;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#24;Anima Podcast;Fertilidade feminina sem mistérios;Filipe Duarte;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;18;https://drive.google.com/file/d/1AW-POFTjDF8DFuXlePQfGN_6tfQlf2Yn/view;#24 - Filipe Duarte.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e24.png;https://youtu.be/N4ypltLGvm4;Saiba tudo sobre fertilidade natural | Ep. #24 | com Filipe Duarte;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#23;Anima Podcast;Desfralde tardio e doenças;Aureanne Villacorta;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;19;https://drive.google.com/file/d/17A1mVFHoAw97GU-I3s8pUDfbWYgygBtl/view;#23 - Aureanne Villacorta.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e23.png;https://youtu.be/4viMm6EdCSE;Desfralde tardio e doenças: saiba a relação | Ep. #23 | com Aureanne Villacorta;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
